ticker,date,entry_date,exit_date,entry_price,exit_price,gross_pct,net_pct,exit_reason,exit_day,mfe_pct,mae_pct,atr_pct_entry,rsi_entry,adx_entry,wk52_pos_entry
BA,2004-07-30,2004-08-02,2004-08-06,34.8638,33.5738,-3.7,-4.2,stop,4,2.51,-3.8446,2.0369,64.01,29.79,0.9648
ADBE,2004-10-04,2004-10-05,2004-10-25,25.3497,26.8741,6.0134,5.5134,time,14,8.0244,-2.2476,2.1803,64.37,26.82,0.9781
UPS,2004-10-27,2004-10-28,2004-11-11,39.3182,41.6254,5.868,5.368,target,10,6.5948,-0.9512,1.4651,65.0,35.25,0.9901
COP,2004-11-22,2004-11-23,2004-12-01,16.7817,16.8119,0.1795,-0.3205,time_loss,5,2.3564,-0.8416,1.8312,62.28,28.7,0.9894
PG,2004-12-09,2004-12-10,2004-12-10,31.6605,30.7217,-2.9651,-3.4651,stop,0,0.0,-3.2753,1.6685,63.29,25.89,0.9691
BA,2005-02-25,2005-02-28,2005-03-03,38.6103,38.94,0.8541,0.3541,stop,3,5.7742,-1.1657,1.8146,64.12,25.29,0.9871
ABT,2005-03-30,2005-03-31,2005-04-15,13.7668,14.2809,3.7347,3.2347,stop,11,7.5264,-1.647,1.6467,61.49,26.57,0.9164
BMY,2005-04-07,2005-04-08,2005-04-19,11.4973,11.5198,0.1955,-0.3045,time_loss,7,3.8311,-2.6583,1.7725,62.3,31.51,0.9765
MET,2005-05-26,2005-05-27,2005-06-03,22.6069,21.7095,-3.9696,-4.4696,stop,4,1.5632,-3.975,2.2169,64.7,35.04,0.9878
FISV,2005-07-08,2005-07-11,2005-07-18,11.145,11.1475,0.0224,-0.4776,time_loss,5,1.1664,-1.6599,1.8549,62.99,26.38,0.9984
EXC,2005-08-03,2005-08-04,2005-08-05,17.5887,16.9885,-3.4128,-3.9128,stop,1,0.1107,-4.5555,1.8911,64.54,26.0,0.9734
FISV,2005-08-09,2005-08-10,2005-08-17,11.51,11.5375,0.2389,-0.2611,time_loss,5,1.7593,-1.8245,1.769,64.93,27.01,0.9992
BA,2005-08-22,2005-08-23,2005-08-29,47.9514,47.9018,-0.1035,-0.6035,time_loss,4,0.4434,-2.3355,1.6945,60.12,25.2,0.972
LRCX,2005-08-29,2005-08-30,2005-09-06,2.6404,2.5852,-2.09,-2.59,time_loss,4,1.9293,-3.5369,2.4457,64.41,26.85,0.8895
TXN,2005-09-07,2005-09-08,2005-09-15,20.5985,20.4011,-0.9587,-1.4587,time_loss,5,3.3553,-1.0785,2.0282,63.19,25.86,0.9816
CTSH,2005-09-09,2005-09-12,2005-09-15,10.5413,10.097,-4.2157,-4.7157,stop,3,1.5995,-4.2792,2.344,60.57,28.56,0.8681
LRCX,2005-09-13,2005-09-14,2005-09-16,2.7049,2.5904,-4.2336,-4.7336,stop,2,0.2197,-4.2373,2.3644,64.2,32.87,0.9361
NSC,2005-11-02,2005-11-03,2005-11-09,26.2815,26.3571,0.2876,-0.2124,time_loss,4,1.9406,-1.7968,2.4778,64.22,25.22,0.9933
BKR,2005-11-03,2005-11-04,2005-11-07,28.1847,26.4338,-6.2123,-6.7123,stop,1,0.0171,-6.1221,3.4962,61.09,25.15,0.8605
HIG,2006-01-04,2006-01-05,2006-01-10,57.0713,55.6067,-2.5663,-3.0663,stop,3,0.0,-2.5254,1.4242,63.65,33.6,0.9658
GILD,2006-01-31,2006-02-01,2006-02-07,10.5075,10.4211,-0.8218,-1.3218,time_loss,4,1.3642,-2.2847,3.208,62.75,26.91,0.9864
HPQ,2006-02-14,2006-02-15,2006-02-21,8.7977,8.8893,1.0412,0.5412,stop,3,7.0388,-1.8295,2.2339,64.1,27.69,0.9992
PEP,2006-02-17,2006-02-21,2006-03-13,32.3989,33.5213,3.4644,2.9644,time,14,3.567,-0.2044,1.3001,60.43,25.77,0.8555
L,2006-03-14,2006-03-15,2006-04-03,29.3082,30.9296,5.5325,5.0325,target,13,5.8674,-0.8135,1.3833,63.73,30.32,0.9205
UNP,2006-03-17,2006-03-20,2006-04-07,15.0157,15.4667,3.0034,2.5034,time,14,6.3147,-0.836,2.0648,63.37,28.03,0.9714
INTU,2006-04-19,2006-04-20,2006-04-21,24.8819,24.0366,-3.3974,-3.8974,stop,1,2.312,-3.5122,1.943,63.75,25.75,0.9422
ORCL,2006-07-19,2006-07-20,2006-07-26,11.9992,11.9673,-0.2656,-0.7656,time_loss,4,1.5272,-1.992,2.7635,62.32,29.24,0.9595
AKAM,2006-09-05,2006-09-06,2006-09-15,40.66,46.7616,15.0065,14.5065,target,7,16.5765,-5.4353,3.7205,64.19,27.78,0.9652
ORCL,2006-09-07,2006-09-08,2006-09-20,12.7879,13.9355,8.9739,8.4739,target,8,13.9564,-1.8692,2.2491,63.09,40.76,0.9573
